borough,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,cross_street_name,timestamp,latitude,longitude,location,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_persons_injured,number_of_persons_killed,off_street_name,on_street_name,unique_key,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,zip_code
,Unspecified,,,,,METROPOLITAN AVENUE             ,2014-12-24T09:40:00,,,,0,0,0,0,0,0,0,0,,125 STREET                      ,3142568,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,CROSS BRONX NORTH SERVICE ROAD  ,2015-01-12T15:17:00,,,,0,0,0,0,0,0,0,0,,3 AVENUE                        ,3152058,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,,
,Fatigued/Drowsy,Fatigued/Drowsy,,,,,2014-12-18T01:15:00,,,,0,0,0,0,0,0,0,0,,,3139090,LIVERY VEHICLE,PASSENGER VEHICLE,,,,
,Fatigued/Drowsy,Unspecified,,,,,2014-12-12T17:35:00,,,,0,0,0,0,0,0,0,0,,,3136002,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,,
,Unspecified,Unspecified,,,,,2014-12-14T18:46:00,,,,0,0,0,0,0,0,0,0,,,3137082,BUS,PASSENGER VEHICLE,,,,
,Fatigued/Drowsy,Fatigued/Drowsy,,,,,2014-11-28T22:50:00,,,,0,0,0,0,0,0,0,0,PARKING LOT OF 2194 RICHMOND AVENUE     ,,3129686,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,LONG ISLAND EXPRESSWAY          ,2014-12-07T13:00:00,,,,0,0,0,0,0,0,0,0,,COLLEGE POINT BOULEVARD         ,3133112,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,GRAND AVENUE                    ,2014-12-12T15:15:00,,,,0,0,2,0,0,0,2,0,,PARK AVENUE                     ,3136170,PASSENGER VEHICLE,TAXI,,,,
,Driver Inattention/Distraction,Unspecified,,,,,2014-12-20T18:15:00,,,,0,0,0,0,0,0,0,0,,,3141152,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Fatigued/Drowsy,Unspecified,,,,HEATH AVENUE                    ,2014-12-05T09:25:00,,,,0,0,0,0,0,0,0,0,,BAILEY AVENUE                   ,3132826,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,,,,,,,2014-12-03T18:30:00,,,,0,0,0,0,0,0,0,0,,,3130503,TAXI,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,ROOSEVELT DRIVE                 ,2014-12-08T14:00:00,,,,0,0,0,0,0,0,0,0,,EAST 23 STREET                  ,3133976,VAN,VAN,,,,
,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2014-11-10T07:30:00,,,,0,0,0,0,0,0,0,0,,,2849942,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,BORDEN AVENUE                   ,2014-10-29T11:25:00,,,,0,0,0,0,0,0,0,0,,VANDAM STREET                   ,2816441,SPORT UTILITY / STATION WAGON,BUS,,,,
,Backing Unsafely,Unspecified,,,,,2014-11-12T09:45:00,,,,0,0,0,0,0,0,0,0,GAS STATION 99-49 HH EXPY               ,,2822673,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
,Other Electronic Device,Unspecified,,,,,2014-10-06T07:05:00,,,,0,0,0,0,0,0,0,0,NORTH CHANNEL BRIDGE PARKING LOT        ,,1035043,SPORT UTILITY / STATION WAGON,UNKNOWN,,,,
,Lost Consciousness,Unspecified,,,,,2014-10-07T16:30:00,,,,0,0,0,0,0,0,0,0,5509 GLENWOOD ROAD(PARKING LOT)         ,,1034767,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Driver Inexperience,Unspecified,,,,MEEKER AVENUE                   ,2014-10-15T23:14:00,,,,0,0,0,0,0,0,0,0,,NORTH HENRY STREET              ,2809521,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,MASON BOULEVARD                 ,2014-10-15T18:30:00,,,,0,0,2,0,0,0,2,0,,WINANT STREET                   ,2809198,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
,Driver Inattention/Distraction,Unspecified,,,,,2014-10-08T16:18:00,,,,0,0,0,0,0,0,0,0,PARKING LOT 20 AVE E/O 132 ST           ,,1035918,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
,Unspecified,Unspecified,,,,BURNSIDE AVENUE                 ,2014-09-19T18:45:00,,,,0,0,0,0,0,0,0,0,,FOREST AVENUE                   ,1027410,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
,Failure to Yield Right-of-Way,Unspecified,,,,,2014-09-05T11:40:00,,,,0,0,0,0,0,0,0,0,OPP 520 W 218 STREET                    ,,1020017,PASSENGER VEHICLE,UNKNOWN,,,,
,Physical Disability,Traffic Control Disregarded,,,,MARINE AVENUE                   ,2014-09-09T20:49:00,,,,1,0,0,0,0,0,1,0,,3 AVENUE                        ,1021733,SPORT UTILITY / STATION WAGON,BICYCLE,,,,
,Unspecified,Unspecified,,,,PARK AVENUE                     ,2014-09-18T13:35:00,,,,0,0,0,0,0,0,0,0,,VREELAND STREET                 ,1026417,PASSENGER VEHICLE,PICK-UP TRUCK,,,,
,Unspecified,Unspecified,,,,AVON GREEN                      ,2014-08-07T08:46:00,,,,0,0,0,0,0,0,0,0,,HUGUENOT AVENUE                 ,1005305,PASSENGER VEHICLE,UNKNOWN,,,,
,Unspecified,Unspecified,,,,107 STREET                      ,2014-08-04T17:23:00,,,,1,0,0,0,0,0,1,0,,JAMAICA AVENUE                  ,1003544,PASSENGER VEHICLE,BICYCLE,,,,
,Lost Consciousness,Unspecified,,,,BELT PARKWAY                    ,2014-08-05T11:30:00,,,,0,0,0,0,0,0,0,0,,OCEAN PARKWAY                   ,1003903,SPORT UTILITY / STATION WAGON,UNKNOWN,,,,
,Other Vehicular,Fatigued/Drowsy,,,,YELLOWSTONE BOULEVARD           ,2014-08-14T18:15:00,,,,0,0,0,0,0,0,0,0,,WOODHAVEN BOULEVARD             ,1009160,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
,Backing Unsafely,Unspecified,,,,,2014-08-05T16:30:00,,,,0,0,0,0,0,0,0,0,,,2976996,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
,Turning Improperly,Unspecified,,,,,2014-08-15T06:10:00,,,,0,0,0,0,0,0,0,0,,,3024204,PASSENGER VEHICLE,VAN,,,,
,Driver Inattention/Distraction,Unspecified,,,,,2014-08-23T08:09:00,,,,0,0,0,0,0,0,0,0,F/O 2655 RICHMOND AVENUE                ,,1012866,SPORT UTILITY / STATION WAGON,UNKNOWN,,,,
,Unspecified,,,,,BURNSIDE AVENUE                 ,2014-08-03T13:00:00,,,,0,0,0,0,1,0,1,0,,FOREST AVENUE                   ,1003147,PASSENGER VEHICLE,,,,,
,Unspecified,Unspecified,,,,,2014-08-07T19:34:00,,,,0,0,0,0,0,0,0,0,PL OF 1761 FOREST AVENEU               ,,1005769,PASSENGER VEHICLE,UNKNOWN,,,,
,Unspecified,Unspecified,,,,VIRGINIA STREET                 ,2014-07-28T15:56:00,,,,0,0,0,0,0,0,0,0,,CENTRAL AVENUE                  ,999968,PASSENGER VEHICLE,UNKNOWN,,,,
,Unspecified,Unspecified,,,,,2014-08-01T19:00:00,,,,0,0,0,0,0,0,0,0,,,2873695,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
,Turning Improperly,Unspecified,,,,,2014-07-17T09:50:00,,,,0,0,0,0,0,0,0,0,,,2938209,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,,
,Driver Inattention/Distraction,Unspecified,,,,EAST 21 STREET                  ,2014-07-09T01:00:00,,,,0,0,0,0,0,0,0,0,,KINGS HIGHWAY                   ,363125,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,,2014-07-26T13:37:00,,,,0,0,0,0,0,0,0,0,BROADWAY & W 237 ST(MCDONALDS PK LOT)   ,,998882,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Failure to Yield Right-of-Way,Unspecified,,,,BRUCKNER BOULEVARD              ,2014-07-26T15:45:00,,,,0,0,0,0,0,0,0,0,,EAST 138 STREET                 ,999771,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
,Unspecified,Unspecified,,,,EAST 184 STREET                 ,2014-06-25T14:20:00,,,,0,0,1,0,0,0,1,0,,ARTHUR AVENUE                   ,357423,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,RICHMOND ROAD                   ,2014-06-29T10:15:00,,,,0,0,0,0,0,0,0,0,,AMBOY ROAD                      ,360675,FIRE TRUCK,SPORT UTILITY / STATION WAGON,,,,
,Physical Disability,,,,,ROSEDALE AVENUE                 ,2014-06-20T19:15:00,,,,0,0,0,0,1,0,1,0,,CROSS BRONX EXPRESSWAY SVC RD S ,355745,UNKNOWN,,,,,
,Unspecified,,,,,,2014-06-21T14:30:00,,,,0,0,0,0,0,0,0,0,SUPERMARKET LOT 37 AVE & 138 ST         ,,355491,PASSENGER VEHICLE,,,,,
,Unspecified,Unspecified,,,,WEST 155 STREET                 ,2014-05-26T00:29:00,,,,0,0,0,0,0,0,0,0,,EDGECOMBE AVENUE                ,341219,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,HUTCHINSON RIVER PARKWAY EAST   ,2014-06-02T08:35:00,,,,0,0,0,0,0,0,0,0,,EINSTEIN LOOP                   ,344884,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,EAST 132 STREET                 ,2014-05-23T08:23:00,,,,0,0,0,0,0,0,0,0,,CYPRESS AVENUE                  ,339855,SPORT UTILITY / STATION WAGON,UNKNOWN,,,,
,Unspecified,Unspecified,,,,AUSTIN STREET                   ,2014-05-14T12:20:00,,,,0,0,0,0,0,0,0,0,,YELLOWSTONE BOULEVARD           ,335331,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2014-05-26T22:00:00,,,,0,0,0,0,0,0,0,0,,,3097714,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
,Unspecified,Unspecified,,,,,2014-06-02T13:00:00,,,,0,0,0,0,0,0,0,0,,,2934816,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,VANDAM STREET                   ,2014-05-15T16:35:00,,,,0,0,0,0,0,0,0,0,,BORDEN AVENUE                   ,336312,UNKNOWN,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,Unspecified,,,POWELL AVENUE                   ,2014-05-25T06:30:00,,,,0,0,1,0,0,0,1,0,,CROSS BRONX EXPRESSWAY SVC RD S ,340825,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
,Driver Inattention/Distraction,Unspecified,,,,FOSTER AVENUE                   ,2014-04-13T04:50:00,,,,0,0,0,0,0,0,0,0,,FLATBUSH AVENUE                 ,319756,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Fatigued/Drowsy,Unspecified,,,,,2014-04-06T13:10:00,,,,0,0,0,0,0,0,0,0,,,2834215,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Failure to Yield Right-of-Way,Unspecified,,,,QUEENS BOULEVARD                ,2014-04-12T08:50:00,,,,0,0,0,0,0,0,0,0,,YELLOWSTONE BOULEVARD           ,319524,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
,View Obstructed/Limited,Unspecified,,,,,2014-04-17T10:45:00,,,,0,0,0,0,0,0,0,0,PARKING LOT OF 260 PAGE AVENUE          ,,321886,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Failure to Keep Right,Unspecified,,,,,2014-04-06T16:20:00,,,,0,0,0,0,0,0,0,0,,,2897866,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Unsafe Speed,Unspecified,,,,,2014-04-28T02:10:00,,,,0,0,0,0,0,0,0,0,PARKING LOT OF 335 BRADLEY AVENUE       ,,326939,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Unspecified,,,,,WEST TREMONT AVENUE             ,2014-04-13T21:50:00,,,,0,0,0,0,0,0,0,0,,SEDGWICK AVENUE                 ,321124,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,BRUCKNER BOULEVARD              ,2014-04-23T12:40:00,,,,0,0,0,0,0,0,0,0,,LOGAN AVENUE                    ,324198,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
,Other Vehicular,Unspecified,,,,EAST 169 STREET                 ,2014-05-01T12:40:00,,,,0,0,0,0,0,0,0,0,,FRANKLIN AVENUE                 ,328208,SPORT UTILITY / STATION WAGON,UNKNOWN,,,,
,View Obstructed/Limited,,,,,WEST 14 STREET                  ,2014-03-11T10:30:00,,,,0,0,0,0,1,0,1,0,,9 AVENUE                        ,304268,PASSENGER VEHICLE,,,,,
,Backing Unsafely,Unspecified,,,,,2014-03-30T12:20:00,,,,0,0,0,0,0,0,0,0,DRIVEWAY OF 186-45 HENLEY ROAD          ,,313259,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Unspecified,,,,,PELHAM PARKWAY                  ,2014-03-15T10:20:00,,,,0,0,0,0,1,0,1,0,,WHITE PLAINS ROAD               ,305377,SPORT UTILITY / STATION WAGON,,,,,
,Turning Improperly,Unspecified,,,,,2014-03-14T19:30:00,,,,0,0,0,0,0,0,0,0,,,2897839,PASSENGER VEHICLE,UNKNOWN,,,,
,Physical Disability,Unspecified,,,,HORACE HARDING EXPRESSWAY       ,2014-03-25T17:00:00,,,,0,0,0,0,0,0,0,0,,BELL BOULEVARD                  ,311454,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
,Driver Inattention/Distraction,Unspecified,,,,VAN WYCK EXPRESSWAY             ,2014-03-19T16:00:00,,,,0,0,0,0,0,0,0,0,,HILLSIDE AVENUE                 ,308552,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,Unspecified,,,,2014-02-23T23:30:00,,,,0,0,1,0,0,0,1,0,,,3046320,TAXI,TAXI,LIVERY VEHICLE,,,
,Traffic Control Disregarded,Obstruction/Debris,,,,,2014-02-28T00:36:00,,,,0,0,0,0,0,0,0,0,PARKING LOT OF 100 BAYCHESTER AVENUE    ,,92041,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
,Turning Improperly,Turning Improperly,,,,,2014-02-08T01:20:00,,,,0,0,0,0,0,0,0,0,,,2897779,SPORT UTILITY / STATION WAGON,LARGE COM VEH(6 OR MORE TIRES),,,,
,Failure to Keep Right,Unspecified,Unspecified,,,,2014-01-11T20:00:00,,,,0,0,3,0,0,0,3,0,,,2983873,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE,,,
,Unspecified,Unspecified,Unspecified,Unspecified,,,2014-01-15T17:45:00,,,,0,0,0,0,0,0,0,0,,,3102587,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
,Driver Inattention/Distraction,Unspecified,,,,REGIS DRIVE                     ,2014-01-24T20:50:00,,,,0,0,0,0,0,0,0,0,,RICHMOND AVENUE                 ,292718,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Traffic Control Disregarded,Failure to Yield Right-of-Way,,,,ALAMEDA AVENUE                  ,2014-01-27T09:45:00,,,,0,0,1,0,0,0,1,0,,NORTHERN BOULEVARD              ,263750,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
,Alcohol Involvement,Unspecified,,,,UNION AVENUE                    ,2013-12-09T21:50:00,,,,0,0,0,0,0,0,0,0,,RICHMOND TERRACE                ,292244,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
,Turning Improperly,Unspecified,,,,RIVERDALE AVENUE                ,2013-12-30T12:45:00,,,,0,0,0,0,0,0,0,0,,WEST 236 STREET                 ,109187,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Driver Inattention/Distraction,Unspecified,,,,ROOSEVELT AVENUE                ,2013-12-26T18:25:00,,,,0,0,0,0,0,0,0,0,,NATIONAL STREET                 ,258846,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,,2013-12-14T21:12:00,,,,0,0,0,0,0,0,0,0,,,2913868,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
,Unspecified,Unspecified,,,,,2013-12-12T00:01:00,,,,0,0,0,0,0,0,0,0,,,2873443,OTHER,OTHER,,,,
,Other Vehicular,Other Vehicular,,,,LANDER AVENUE                   ,2013-12-19T08:30:00,,,,0,0,0,0,0,0,0,0,,RICHMOND AVENUE                 ,292375,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,,2013-12-26T12:15:00,,,,0,0,0,0,0,0,0,0,CROSS ISLAND PARK/CLEARVIEW EXPWAY      ,,253798,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Illness,Unspecified,,,,,2013-12-24T15:00:00,,,,0,0,0,0,0,0,0,0,8925 AVE D (PARKING LOT)                ,,147111,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Driver Inattention/Distraction,Unspecified,,,,GREENE AVENUE                   ,2013-12-31T01:13:00,,,,0,0,0,0,0,0,0,0,,BROADWAY                        ,187327,SMALL COM VEH(4 TIRES) ,UNKNOWN,,,,
,Unspecified,,,,,,2013-11-20T20:30:00,,,,0,0,0,0,0,0,0,0,PL OF 1310 FOREST AVENUE               ,,292046,PASSENGER VEHICLE,,,,,
,Unspecified,Unspecified,,,,HORACE HARDING EXPRESSWAY       ,2013-11-09T08:32:00,,,,0,0,2,0,0,0,2,0,,LITTLE NECK PARKWAY             ,263155,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
,Pavement Slippery,,,,,BRUCKNER BOULEVARD              ,2013-12-05T01:28:00,,,,0,0,1,0,0,0,1,0,,EAST 138 STREET                 ,75671,PASSENGER VEHICLE,,,,,
,Turning Improperly,Turning Improperly,,,,,2013-11-13T13:31:00,,,,0,0,0,0,0,0,0,0,,,2913779,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,,2013-11-27T18:45:00,,,,0,0,3,0,0,0,3,0,,,3097485,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
,Unspecified,Unspecified,,,,,2013-11-15T00:15:00,,,,0,0,0,0,0,0,0,0,,,3056783,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,,
,Unspecified,,,,,WHITEPLAINS ROAD                ,2013-11-25T17:30:00,,,,0,0,0,0,1,0,1,0,,CROSS BRONX EXPRESSWAY SVC RD S ,84403,PASSENGER VEHICLE,,,,,
,Unspecified,Unspecified,,,,,2013-11-29T00:45:00,,,,0,0,0,0,0,0,0,0,,,2865055,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
,Prescription Medication,Unspecified,,,,,2013-12-02T12:30:00,,,,0,0,0,0,0,0,0,0,,,3046090,SPORT UTILITY / STATION WAGON,UNKNOWN,,,,
,Unspecified,Unspecified,,,,121 AVENUE                      ,2013-11-04T06:48:00,,,,0,0,1,0,0,0,1,0,,FRANCIS LEWIS BOULEVARD         ,226078,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,,2013-08-18T01:40:00,,,,0,0,0,0,0,0,0,0,,,2913474,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,BEVERLEY ROAD                   ,2013-10-20T23:05:00,,,,0,0,1,0,0,0,1,0,,FLATBUSH AVENUE                 ,151210,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
,Other Vehicular,Unspecified,,,,,2013-10-19T20:00:00,,,,0,0,0,0,0,0,0,0,PKG LOT0 EXTERIOR ST LVL 2 HOME DEPOT   ,,87806,PICK-UP TRUCK,UNKNOWN,,,,
,Unspecified,Unspecified,,,,,2013-10-16T12:50:00,,,,0,0,0,0,0,0,0,0,,,2976495,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,212 STREET                      ,2013-10-28T15:45:00,,,,0,0,0,0,0,0,0,0,,JAMAICA AVENUE                  ,225992,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Reaction to Other Uninvolved Vehicle,Driver Inattention/Distraction,,,,MAIN STREET                     ,2013-10-12T11:30:00,,,,0,0,0,0,0,0,0,0,,GRAND CENTRAL PARKWAY NORTH SR  ,237106,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Fatigued/Drowsy,Unspecified,,,,HORACE HARDING EXPRESSWAY       ,2013-10-22T19:30:00,,,,0,0,0,0,0,0,0,0,,UTOPIA PARKWAY                  ,237229,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
,Fatigued/Drowsy,Unspecified,,,,,2013-10-15T17:30:00,,,,0,0,0,0,0,0,0,0,,,2965459,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,,2013-10-13T20:19:00,,,,0,0,0,0,0,0,0,0,DRIVEWAY 46-10 161 ST                   ,,252579,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Lost Consciousness,Unspecified,,,,,2013-10-08T16:30:00,,,,0,0,0,0,0,0,0,0,,,2849162,PASSENGER VEHICLE,TAXI,,,,
,Driver Inattention/Distraction,Unspecified,,,,31 STREET                       ,2013-09-20T10:25:00,,,,0,0,0,0,0,0,0,0,,ASTORIA BLVD NORTH              ,277471,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
,Unspecified,Unspecified,,,,,2013-09-20T15:30:00,,,,0,0,0,0,0,0,0,0,WEST 145 STREET 7 AVENUE                ,,67623,PICK-UP TRUCK,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,PELHAM PARKWAY SOUTH            ,2013-09-12T15:45:00,,,,0,0,3,0,0,0,3,0,,WHITE PLAINS ROAD               ,105684,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,,2013-09-26T07:40:00,,,,0,0,0,0,0,0,0,0,,,3065778,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
,Unspecified,Unspecified,,,,,2013-09-29T16:35:00,,,,0,0,0,0,0,0,0,0,PL OF 98 RICHMOND HILL ROAD            ,,291544,PASSENGER VEHICLE,UNKNOWN,,,,
,Unspecified,Unspecified,,,,134 STREET                      ,2013-09-17T23:00:00,,,,0,0,0,0,0,0,0,0,,ROCKAWAY BOULEVARD              ,231603,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,SAGAMORE STREET                 ,2013-10-06T08:50:00,,,,0,0,0,0,0,0,0,0,,WHITE PLAINS ROAD               ,105847,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
,Tire Failure/Inadequate,Fatigued/Drowsy,,,,INDEPENDENCE AVENUE             ,2013-09-20T14:30:00,,,,0,0,1,0,0,0,1,0,,RICHMOND AVENUE                 ,291452,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,BRONXDALE AVENUE                ,2013-09-06T18:00:00,,,,1,0,0,0,0,0,1,0,,WHITE PLAINS ROAD               ,105636,BICYCLE,SPORT UTILITY / STATION WAGON,,,,
,Failure to Yield Right-of-Way,Unspecified,,,,EXTERIOR STREET                 ,2013-08-23T06:47:00,,,,0,0,1,0,0,0,1,0,,EAST 149 STREET                 ,75034,AMBULANCE,OTHER,,,,
,Unspecified,Unspecified,,,,,2013-08-25T14:54:00,,,,0,0,0,0,0,0,0,0,,,2873321,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
,Unspecified,Unspecified,,,,,2013-08-23T14:05:00,,,,0,0,1,0,0,0,1,0,,,2864875,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
,Unspecified,Unspecified,,,,BAILEY AVENUE                   ,2013-08-14T17:20:00,,,,1,0,0,0,0,0,1,0,,WEST 234 STREET                 ,108609,PASSENGER VEHICLE,BICYCLE,,,,
,Unspecified,Unspecified,,,,HOYT AVENUE NORTH               ,2013-08-06T10:54:00,,,,0,0,1,0,0,0,1,0,,31 STREET                       ,276974,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Aggressive Driving/Road Rage,Unspecified,,,,,2013-08-10T14:25:00,,,,0,0,0,0,0,0,0,0,,,3065697,PASSENGER VEHICLE,PICK-UP TRUCK,,,,
,Turning Improperly,Unspecified,,,,,2013-08-05T15:00:00,,,,0,0,0,0,0,0,0,0,,,2913406,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,,
,Unspecified,Unspecified,,,,NAMEOKE STREET                  ,2013-07-13T09:30:00,,,,0,0,0,0,0,0,0,0,,CENTRAL AVENUE                  ,203108,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Unspecified,Unspecified,,,,,2013-07-20T16:30:00,,,,0,0,1,0,0,0,1,0,FENCES 32-38 148 ST                     ,,251370,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
,Unspecified,Unspecified,,,,,2013-07-24T14:00:00,,,,0,0,0,0,0,0,0,0,,,2913365,PASSENGER VEHICLE,UNKNOWN,,,,
,Driver Inattention/Distraction,Unspecified,,,,162 STREET                      ,2013-07-17T13:40:00,,,,0,0,0,0,0,0,0,0,,HORACE HARDING EXPRESSWAY       ,236307,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,,2013-06-22T21:40:00,,,,0,0,0,0,0,0,0,0,,,2879478,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,UNKNOWN,LIVERY VEHICLE,,
,Driver Inattention/Distraction,Unspecified,,,,64 STREET                       ,2013-06-21T13:06:00,,,,0,0,0,0,0,0,0,0,,BROADWAY                        ,242572,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,Fatigued/Drowsy,Unspecified,,,,119 AVENUE                      ,2013-06-29T17:15:00,,,,0,0,1,0,0,0,1,0,,BREWER BOULEVARD                ,270554,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
,Unspecified,,,,,FOREST AVENUE                   ,2013-07-03T15:15:00,,,,0,0,0,0,1,0,1,0,,RICHMOND AVENUE                 ,290767,PASSENGER VEHICLE,,,,,
,Unspecified,,,,,,2013-06-20T17:27:00,,,,0,0,0,0,0,0,0,0,FENCE 11-27 128 ST                      ,,250882,SPORT UTILITY / STATION WAGON,,,,,
,Unspecified,,,,,,2013-06-30T06:30:00,,,,0,0,0,0,0,0,0,0,,,3023721,PASSENGER VEHICLE,,,,,
,Backing Unsafely,Unspecified,,,,,2013-06-07T18:35:00,,,,0,0,0,0,0,0,0,0,P/L OF 3295 AMBOY ROAD                  ,,298394,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
